Titulo,Autor,Revista,Año,Editor,URL,Citado
"Digital twin: Enabling technologies, challenges and open research","Fuller, Aidan and Fan, Zhong and Day, Charles and Barlow, Chris",IEEE access,2020,IEEE,"https://scholar.google.com/scholar?cites=14409830151244033&as_sdt=2005&sciodt=0,5&hl=es",1172.0
